	stcd2	cycle	stateabrev	stcd	dem_share	dem_share_imputed	dpres	incumb	winner_dem	uncontested	votes_dem	votes_rep	votes_dem_est	votes_rep_est	chamber	code	district	year	plan	winner	winner_plan
7329	2000s_4302	2004	TX	4302	0.436	0.436	36.67	1	0	0	108,156	139,951	108,156	139,951	us_house	TX2004	2	2004	TX4.1	R	R
7330	2000s_4303	2004	TX	4303	0.000	0.296	33.17	-1	0	1	0	180,099	53,653	127,649	us_house	TX2004	3	2004	TX4.1	R	R
7331	2000s_4304	2004	TX	4304	0.309	0.309	29.64	-1	0	0	81,585	182,866	81,585	182,866	us_house	TX2004	4	2004	TX4.1	R	R
7332	2000s_4305	2004	TX	4305	0.338	0.338	32.73	-1	0	0	75,911	148,816	75,911	148,816	us_house	TX2004	5	2004	TX4.1	R	R
7333	2000s_4306	2004	TX	4306	0.331	0.331	33.52	-1	0	0	83,609	168,767	83,609	168,767	us_house	TX2004	6	2004	TX4.1	R	R
7334	2000s_4307	2004	TX	4307	0.342	0.342	35.65	-1	0	0	91,126	175,440	91,126	175,440	us_house	TX2004	7	2004	TX4.1	R	R
7335	2000s_4308	2004	TX	4308	0.301	0.301	27.53	-1	0	0	77,324	179,599	77,324	179,599	us_house	TX2004	8	2004	TX4.1	R	R
7336	2000s_4309	2004	TX	4309	0.731	0.731	69.99	0	1	0	114,462	42,132	114,462	42,132	us_house	TX2004	9	2004	TX4.1	D	D
7337	2000s_4310	2004	TX	4310	0.000	0.478	38.10	0	0	1	0	182,113	87,428	95,314	us_house	TX2004	10	2004	TX4.1	R	R
7338	2000s_4311	2004	TX	4311	0.221	0.221	21.64	0	0	0	50,339	177,291	50,339	177,291	us_house	TX2004	11	2004	TX4.1	R	R
7339	2000s_4312	2004	TX	4312	0.277	0.277	32.99	-1	0	0	66,316	173,222	66,316	173,222	us_house	TX2004	12	2004	TX4.1	R	R
7340	2000s_4313	2004	TX	4313	0.000	0.199	22.23	-1	0	1	0	189,448	37,990	152,854	us_house	TX2004	13	2004	TX4.1	R	R
7341	2000s_4314	2004	TX	4314		0.318	32.82	-1	0	1	0	0	64,900	138,880	us_house	TX2004	14	2004	TX4.1	R	R
7342	2000s_4315	2004	TX	4315	0.586	0.586	45.06	1	1	0	96,089	67,917	96,089	67,917	us_house	TX2004	15	2004	TX4.1	D	D
7343	2000s_4316	2004	TX	4316	0.685	0.685	56.50	1	1	0	108,577	49,972	108,577	49,972	us_house	TX2004	16	2004	TX4.1	D	D
7344	2000s_4317	2004	TX	4317	0.519	0.519	30.14	1	1	0	125,309	116,049	125,309	116,049	us_house	TX2004	17	2004	TX4.1	D	D
7345	2000s_4318	2004	TX	4318	1.000	0.810	71.97	1	1	1	136,018	0	111,590	26,214	us_house	TX2004	18	2004	TX4.1	D	D
7346	2000s_4319	2004	TX	4319	0.407	0.407	22.53	0	0	0	93,531	136,459	93,531	136,459	us_house	TX2004	19	2004	TX4.1	R	R
7347	2000s_4320	2004	TX	4320	0.672	0.672	55.07	1	1	0	112,480	54,976	112,480	54,976	us_house	TX2004	20	2004	TX4.1	D	D
7348	2000s_4321	2004	TX	4321	0.366	0.366	39.48	-1	0	0	121,129	209,774	121,129	209,774	us_house	TX2004	21	2004	TX4.1	R	R
7349	2000s_4322	2004	TX	4322	0.427	0.427	35.63	-1	0	0	112,034	150,386	112,034	150,386	us_house	TX2004	22	2004	TX4.1	R	R
7350	2000s_4323	2004	TX	4323	0.298	0.298	35.49	-1	0	0	72,480	170,716	72,480	170,716	us_house	TX2004	23	2004	TX4.1	R	R
7351	2000s_4324	2004	TX	4324	0.348	0.348	34.90	0	0	0	82,599	154,435	82,599	154,435	us_house	TX2004	24	2004	TX4.1	R	R
7352	2000s_4325	2004	TX	4325	0.687	0.687	63.03	1	1	0	108,309	49,252	108,309	49,252	us_house	TX2004	25	2004	TX4.1	D	D
7353	2000s_4326	2004	TX	4326	0.332	0.332	35.38	-1	0	0	89,809	180,519	89,809	180,519	us_house	TX2004	26	2004	TX4.1	R	R
7354	2000s_4327	2004	TX	4327	0.644	0.644	45.04	1	1	0	112,081	61,955	112,081	61,955	us_house	TX2004	27	2004	TX4.1	D	D
7355	2000s_4328	2004	TX	4328	0.605	0.605	47.47	0	1	0	106,323	69,538	106,323	69,538	us_house	TX2004	28	2004	TX4.1	D	D
7356	2000s_4329	2004	TX	4329	1.000	0.728	55.65	1	1	1	78,256	0	57,683	21,557	us_house	TX2004	29	2004	TX4.1	D	D
7357	2000s_4330	2004	TX	4330	1.000	0.826	75.09	1	1	1	144,513	0	120,700	25,464	us_house	TX2004	30	2004	TX4.1	D	D
7358	2000s_4331	2004	TX	4331	0.334	0.334	33.45	-1	0	0	80,292	160,247	80,292	160,247	us_house	TX2004	31	2004	TX4.1	R	R
7359	2000s_4332	2004	TX	4332	0.448	0.448	40.35	0	0	0	89,030	109,859	89,030	109,859	us_house	TX2004	32	2004	TX4.1	R	R
7360	2000s_4401	2004	UT	4401	0.300	0.300	25.53	-1	0	0	85,630	199,615	85,630	199,615	us_house	UT2004	1	2004		R	#N/A
7361	2000s_4402	2004	UT	4402	0.559	0.559	32.23	1	1	0	187,250	147,778	187,250	147,778	us_house	UT2004	2	2004		D	#N/A
7362	2000s_4403	2004	UT	4403	0.339	0.339	20.99	-1	0	0	88,748	173,010	88,748	173,010	us_house	UT2004	3	2004		R	#N/A
7363	2000s_4601	2004	VA	4601	0.000	0.318	39.45	-1	0	1	0	225,071	72,295	154,714	us_house	VA2004	1	2004	VA4	R	R
7364	2000s_4602	2004	VA	4602	0.449	0.449	41.86	0	0	0	108,180	132,946	108,180	132,946	us_house	VA2004	2	2004	VA4	R	X
7365	2000s_4603	2004	VA	4603	0.694	0.694	66.66	1	1	0	159,373	70,194	159,373	70,194	us_house	VA2004	3	2004	VA4	D	D
7366	2000s_4604	2004	VA	4604	0.355	0.355	42.89	-1	0	0	100,413	182,444	100,413	182,444	us_house	VA2004	4	2004	VA4	R	R
7367	2000s_4605	2004	VA	4605	0.363	0.363	43.48	-1	0	0	98,237	172,431	98,237	172,431	us_house	VA2004	5	2004	VA4	R	X
7368	2000s_4606	2004	VA	4606	0.000	0.299	36.21	-1	0	1	0	206,560	62,050	145,750	us_house	VA2004	6	2004	VA4	R	R
7369	2000s_4607	2004	VA	4607	0.000	0.304	38.55	-1	0	1	0	230,765	70,930	162,415	us_house	VA2004	7	2004	VA4	R	R
7370	2000s_4608	2004	VA	4608	0.618	0.618	64.50	1	1	0	171,986	106,231	171,986	106,231	us_house	VA2004	8	2004	VA4	D	D
7371	2000s_4609	2004	VA	4609	0.604	0.604	39.78	1	1	0	150,039	98,499	150,039	98,499	us_house	VA2004	9	2004	VA4	D	X
7372	2000s_4610	2004	VA	4610	0.362	0.362	44.44	-1	0	0	116,654	205,982	116,654	205,982	us_house	VA2004	10	2004	VA4	R	R
7373	2000s_4611	2004	VA	4611	0.388	0.388	49.68	-1	0	0	118,305	186,299	118,305	186,299	us_house	VA2004	11	2004	VA4	R	X
7374	2000s_4501	2004	VT	4501	0.226	0.226	60.30	0		0	21,684	74,271	21,684	74,271	us_house	VT2004	1	2004		R	#N/A
7375	2000s_4701	2004	WA	4701	0.634	0.634	56.98	1	1	0	204,121	117,850	204,121	117,850	us_house	WA2004	1	2004	WA4	D	D
7376	2000s_4702	2004	WA	4702	0.656	0.656	51.96	1	1	0	202,383	106,333	202,383	106,333	us_house	WA2004	2	2004	WA4	D	D
7377	2000s_4703	2004	WA	4703	0.619	0.619	49.05	1	1	0	193,626	119,027	193,626	119,027	us_house	WA2004	3	2004	WA4	D	X
7378	2000s_4704	2004	WA	4704	0.374	0.374	35.98	-1	0	0	92,486	154,627	92,486	154,627	us_house	WA2004	4	2004	WA4	R	R
7379	2000s_4705	2004	WA	4705	0.403	0.403	41.76	0	0	0	121,333	179,600	121,333	179,600	us_house	WA2004	5	2004	WA4	R	R
7380	2000s_4706	2004	WA	4706	0.690	0.690	54.19	1	1	0	202,919	91,228	202,919	91,228	us_house	WA2004	6	2004	WA4	D	D
7381	2000s_4707	2004	WA	4707	0.807	0.807	80.42	1	1	0	272,302	65,226	272,302	65,226	us_house	WA2004	7	2004	WA4	D	D
7382	2000s_4708	2004	WA	4708	0.476	0.476	51.35	0	0	0	157,148	173,298	157,148	173,298	us_house	WA2004	8	2004	WA4	R	R
7383	2000s_4709	2004	WA	4709	0.648	0.648	53.68	1	1	0	162,433	88,304	162,433	88,304	us_house	WA2004	9	2004	WA4	D	D
7384	2000s_4901	2004	WI	4901	0.333	0.333	46.25	-1	0	0	116,250	233,372	116,250	233,372	us_house	WI2004	1	2004	WI4	R	R
7385	2000s_4902	2004	WI	4902	0.633	0.633	62.35	1	1	0	251,637	145,810	251,637	145,810	us_house	WI2004	2	2004	WI4	D	D
7386	2000s_4903	2004	WI	4903	0.565	0.565	51.88	1	1	0	204,856	157,866	204,856	157,866	us_house	WI2004	3	2004	WI4	D	D
7387	2000s_4904	2004	WI	4904	0.712	0.712	70.01	0	1	0	212,382	85,928	212,382	85,928	us_house	WI2004	4	2004	WI4	D	D
7388	2000s_4905	2004	WI	4905	0.323	0.323	36.40	-1	0	0	129,384	271,153	129,384	271,153	us_house	WI2004	5	2004	WI4	R	R
7389	2000s_4906	2004	WI	4906	0.310	0.310	42.94	-1	0	0	107,209	238,620	107,209	238,620	us_house	WI2004	6	2004	WI4	R	R
7390	2000s_4907	2004	WI	4907	1.000	0.635	50.70	1	1	1	241,306	0	156,162	89,954	us_house	WI2004	7	2004	WI4	D	X
7391	2000s_4908	2004	WI	4908	0.298	0.298	44.60	-1	0	0	105,513	248,070	105,513	248,070	us_house	WI2004	8	2004	WI4	R	X
7392	2000s_4801	2004	WV	4801	0.678	0.678	41.83	1	1	0	166,583	79,196	166,583	79,196	us_house	WV2004	1	2004		D	#N/A
7393	2000s_4802	2004	WV	4802	0.418	0.418	42.67	-1	0	0	106,131	147,676	106,131	147,676	us_house	WV2004	2	2004		R	#N/A
7394	2000s_4803	2004	WV	4803	0.652	0.652	46.40	1	1	0	142,682	76,170	142,682	76,170	us_house	WV2004	3	2004		D	#N/A
7395	2000s_5001	2004	WY	5001	0.431	0.431	29.69	-1	0	0	99,989	132,107	99,989	132,107	us_house	WY2004	1	2004		R	#N/A
7396	2000s_201	2006	AK	201	0.414	0.414	36.77	-1	0	0	93,879	132,743	93,879	132,743	us_house	AK2006	1	2006		R	#N/A
7397	2000s_101	2006	AL	101	0.318	0.318	35.23	-1	0	0	52,770	112,944	52,770	112,944	us_house	AL2006	1	2006	AL4	R	R
7398	2000s_102	2006	AL	102	0.305	0.305	33.03	-1	0	0	54,450	124,302	54,450	124,302	us_house	AL2006	2	2006	AL4	R	X
7399	2000s_103	2006	AL	103	0.393	0.393	41.41	-1	0	0	63,559	98,257	63,559	98,257	us_house	AL2006	3	2006	AL4	R	R
7400	2000s_104	2006	AL	104	0.297	0.297	28.27	-1	0	0	54,382	128,484	54,382	128,484	us_house	AL2006	4	2006	AL4	R	R
7401	2000s_105	2006	AL	105	1.000	0.659	39.77	1	1	1	143,015	0	96,886	50,104	us_house	AL2006	5	2006	AL4	D	X
7402	2000s_106	2006	AL	106	0.000	0.250	21.87	-1	0	1	0	163,514	41,315	123,905	us_house	AL2006	6	2006	AL4	R	R
7403	2000s_107	2006	AL	107	1.000	0.764	64.53	1	1	1	133,870	0	103,204	31,895	us_house	AL2006	7	2006	AL4	D	D
7404	2000s_401	2006	AR	401	0.693	0.693	47.70	1	1	0	127,577	56,611	127,577	56,611	us_house	AR2006	1	2006		D	#N/A
7405	2000s_402	2006	AR	402	0.605	0.605	48.05	1	1	0	124,871	81,432	124,871	81,432	us_house	AR2006	2	2006		D	#N/A
7406	2000s_403	2006	AR	403	0.378	0.378	36.94	-1	0	0	75,885	125,039	75,885	125,039	us_house	AR2006	3	2006		R	#N/A
7407	2000s_404	2006	AR	404	0.747	0.747	48.05	1	1	0	128,236	43,360	128,236	43,360	us_house	AR2006	4	2006		D	#N/A
7408	2000s_301	2006	AZ	301	0.456	0.456	45.81	-1	0	0	88,691	105,646	88,691	105,646	us_house	AZ2006	1	2006	AZ4	R	X
7409	2000s_302	2006	AZ	302	0.399	0.399	38.18	-1	0	0	89,671	135,150	89,671	135,150	us_house	AZ2006	2	2006	AZ4	R	R
7410	2000s_303	2006	AZ	303	0.392	0.392	41.75	-1	0	0	72,586	112,519	72,586	112,519	us_house	AZ2006	3	2006	AZ4	R	R
7411	2000s_304	2006	AZ	304	0.752	0.752	62.02	1	1	0	56,464	18,627	56,464	18,627	us_house	AZ2006	4	2006	AZ4	D	D
7412	2000s_305	2006	AZ	305	0.521	0.521	45.58	-1	1	0	101,838	93,815	101,838	93,815	us_house	AZ2006	5	2006	AZ4	D	X
7413	2000s_306	2006	AZ	306	0.000	0.371	35.33	-1	0	1	0	152,201	58,126	98,442	us_house	AZ2006	6	2006	AZ4	R	R
7414	2000s_307	2006	AZ	307	0.633	0.633	56.98	1	1	0	80,354	46,498	80,354	46,498	us_house	AZ2006	7	2006	AZ4	D	D
7415	2000s_308	2006	AZ	308	0.563	0.563	46.77	0	1	0	137,655	106,790	137,655	106,790	us_house	AZ2006	8	2006	AZ4	D	X
7416	2000s_501	2006	CA	501	0.696	0.696	60.88	1	1	0	144,409	63,194	144,409	63,194	us_house	CA2006	1	2006	CA4	D	D
7417	2000s_502	2006	CA	502	0.336	0.336	37.08	-1	0	0	68,234	134,911	68,234	134,911	us_house	CA2006	2	2006	CA4	R	R
7418	2000s_503	2006	CA	503	0.389	0.389	41.20	-1	0	0	86,318	135,706	86,318	135,706	us_house	CA2006	3	2006	CA4	R	R
7419	2000s_504	2006	CA	504	0.483	0.483	37.89	-1	0	0	126,999	135,818	126,999	135,818	us_house	CA2006	4	2006	CA4	R	R
7420	2000s_505	2006	CA	505	0.751	0.751	61.71	1	1	0	105,676	35,106	105,676	35,106	us_house	CA2006	5	2006	CA4	D	D
7421	2000s_506	2006	CA	506	0.729	0.729	71.43	1	1	0	173,190	64,405	173,190	64,405	us_house	CA2006	6	2006	CA4	D	D
7422	2000s_507	2006	CA	507	1.000	0.756	67.84	1	1	1	118,000	0	90,524	29,295	us_house	CA2006	7	2006	CA4	D	D
7423	2000s_508	2006	CA	508	0.882	0.882	85.75	1	1	0	148,435	19,800	148,435	19,800	us_house	CA2006	8	2006	CA4	D	D
7424	2000s_509	2006	CA	509	0.889	0.889	87.24	1	1	0	167,245	20,786	167,245	20,786	us_house	CA2006	9	2006	CA4	D	D
7425	2000s_510	2006	CA	510	0.665	0.665	59.14	1	1	0	130,859	66,069	130,859	66,069	us_house	CA2006	10	2006	CA4	D	D
7426	2000s_511	2006	CA	511	0.533	0.533	45.64	-1	1	0	109,868	96,396	109,868	96,396	us_house	CA2006	11	2006	CA4	D	X
7427	2000s_512	2006	CA	512	0.760	0.760	72.43	1	1	0	138,650	43,674	138,650	43,674	us_house	CA2006	12	2006	CA4	D	D
7428	2000s_513	2006	CA	513	0.749	0.749	71.72	1	1	0	110,756	37,141	110,756	37,141	us_house	CA2006	13	2006	CA4	D	D
7429	2000s_514	2006	CA	514	0.746	0.746	69.39	1	1	0	141,153	48,097	141,153	48,097	us_house	CA2006	14	2006	CA4	D	D
7430	2000s_515	2006	CA	515	0.723	0.723	63.67	1	1	0	115,532	44,186	115,532	44,186	us_house	CA2006	15	2006	CA4	D	D
7431	2000s_516	2006	CA	516	0.727	0.727	64.12	1	1	0	98,929	37,130	98,929	37,130	us_house	CA2006	16	2006	CA4	D	D
7432	2000s_517	2006	CA	517	0.771	0.771	66.52	1	1	0	120,750	35,932	120,750	35,932	us_house	CA2006	17	2006	CA4	D	D
7433	2000s_518	2006	CA	518	0.655	0.655	49.88	1	1	0	71,182	37,531	71,182	37,531	us_house	CA2006	18	2006	CA4	D	D
7434	2000s_519	2006	CA	519	0.394	0.394	38.25	-1	0	0	71,748	110,246	71,748	110,246	us_house	CA2006	19	2006	CA4	R	R
7435	2000s_520	2006	CA	520		0.654	51.09	1	1	1	0	0	46,229	24,411	us_house	CA2006	20	2006	CA4	D	D
7436	2000s_521	2006	CA	521	0.310	0.310	33.99	-1	0	0	42,718	95,214	42,718	95,214	us_house	CA2006	21	2006	CA4	R	R
7437	2000s_522	2006	CA	522	0.293	0.293	31.32	0	0	0	55,226	133,278	55,226	133,278	us_house	CA2006	22	2006	CA4	R	R
7438	2000s_523	2006	CA	523	0.652	0.652	59.14	1	1	0	114,661	61,272	114,661	61,272	us_house	CA2006	23	2006	CA4	D	D
7439	2000s_524	2006	CA	524	0.380	0.380	43.60	-1	0	0	79,461	129,812	79,461	129,812	us_house	CA2006	24	2006	CA4	R	R
7440	2000s_525	2006	CA	525	0.373	0.373	40.42	-1	0	0	55,913	93,987	55,913	93,987	us_house	CA2006	25	2006	CA4	R	R
7441	2000s_526	2006	CA	526	0.400	0.400	44.20	-1	0	0	67,878	102,028	67,878	102,028	us_house	CA2006	26	2006	CA4	R	R
7442	2000s_527	2006	CA	527	0.688	0.688	60.18	1	1	0	92,650	42,074	92,650	42,074	us_house	CA2006	27	2006	CA4	D	D
7443	2000s_528	2006	CA	528	0.795	0.795	71.81	1	1	0	79,866	20,629	79,866	20,629	us_house	CA2006	28	2006	CA4	D	D
7444	2000s_529	2006	CA	529	0.698	0.698	62.11	1	1	0	91,014	39,321	91,014	39,321	us_house	CA2006	29	2006	CA4	D	D
7445	2000s_530	2006	CA	530	0.730	0.730	66.88	1	1	0	151,284	55,904	151,284	55,904	us_house	CA2006	30	2006	CA4	D	D
7446	2000s_531	2006	CA	531		0.826	78.10	1	1	1	0	0	55,874	11,743	us_house	CA2006	31	2006	CA4	D	D
7447	2000s_532	2006	CA	532	1.000	0.744	62.99	1	1	1	76,059	0	57,191	19,632	us_house	CA2006	32	2006	CA4	D	D
7448	2000s_533	2006	CA	533		0.863	83.88	1	1	1	0	0	105,711	16,742	us_house	CA2006	33	2006	CA4	D	D
7449	2000s_534	2006	CA	534	0.768	0.768	69.78	1	1	0	57,459	17,359	57,459	17,359	us_house	CA2006	34	2006	CA4	D	D
7450	2000s_535	2006	CA	535	1.000	0.836	79.80	1	1	1	82,498	0	70,496	13,813	us_house	CA2006	35	2006	CA4	D	D
7451	2000s_536	2006	CA	536	0.665	0.665	59.82	1	1	0	105,323	53,068	105,323	53,068	us_house	CA2006	36	2006	CA4	D	D
7452	2000s_537	2006	CA	537	1.000	0.787	74.50	1	1	1	80,716	0	63,805	17,257	us_house	CA2006	37	2006	CA4	D	D
7453	2000s_538	2006	CA	538	0.753	0.753	66.03	1	1	0	75,181	24,620	75,181	24,620	us_house	CA2006	38	2006	CA4	D	D
7454	2000s_539	2006	CA	539	0.659	0.659	59.24	1	1	0	72,149	37,384	72,149	37,384	us_house	CA2006	39	2006	CA4	D	D
7455	2000s_540	2006	CA	540	0.315	0.315	38.98	-1	0	0	46,418	100,995	46,418	100,995	us_house	CA2006	40	2006	CA4	R	R
7456	2000s_541	2006	CA	541	0.331	0.331	37.40	-1	0	0	54,235	109,761	54,235	109,761	us_house	CA2006	41	2006	CA4	R	R
7457	2000s_542	2006	CA	542		0.364	37.29	-1	0	1	0	0	61,623	107,708	us_house	CA2006	42	2006	CA4	R	R
7458	2000s_543	2006	CA	543	0.645	0.645	58.83	1	1	0	52,791	29,069	52,791	29,069	us_house	CA2006	43	2006	CA4	D	D
7459	2000s_544	2006	CA	544	0.382	0.382	40.36	-1	0	0	55,275	89,555	55,275	89,555	us_house	CA2006	44	2006	CA4	R	R
7460	2000s_545	2006	CA	545	0.393	0.393	43.46	-1	0	0	64,613	99,638	64,613	99,638	us_house	CA2006	45	2006	CA4	R	R
7461	2000s_546	2006	CA	546	0.381	0.381	42.24	-1	0	0	71,573	116,176	71,573	116,176	us_house	CA2006	46	2006	CA4	R	R
7462	2000s_547	2006	CA	547	0.623	0.623	49.28	1	1	0	47,134	28,485	47,134	28,485	us_house	CA2006	47	2006	CA4	D	D
7463	2000s_548	2006	CA	548	0.383	0.383	40.89	-1	0	0	74,647	120,130	74,647	120,130	us_house	CA2006	48	2006	CA4	R	R
7464	2000s_549	2006	CA	549	0.346	0.346	36.82	-1	0	0	52,227	98,831	52,227	98,831	us_house	CA2006	49	2006	CA4	R	R
7465	2000s_550	2006	CA	550	0.450	0.450	44.27	-1	0	0	96,612	118,018	96,612	118,018	us_house	CA2006	50	2006	CA4	R	R
7466	2000s_551	2006	CA	551	0.691	0.691	53.85	1	1	0	78,114	34,931	78,114	34,931	us_house	CA2006	51	2006	CA4	D	D
7467	2000s_552	2006	CA	552	0.331	0.331	38.06	-1	0	0	61,208	123,696	61,208	123,696	us_house	CA2006	52	2006	CA4	R	R
7468	2000s_553	2006	CA	553	0.693	0.693	61.92	1	1	0	97,541	43,312	97,541	43,312	us_house	CA2006	53	2006	CA4	D	D
7469	2000s_601	2006	CO	601	1.000	0.770	68.90	1	1	1	129,446	0	101,562	30,399	us_house	CO2006	1	2006	CO4	D	D
7470	2000s_602	2006	CO	602	0.707	0.707	58.70	1	1	0	157,850	65,481	157,850	65,481	us_house	CO2006	2	2006	CO4	D	D
7471	2000s_603	2006	CO	603	0.628	0.628	44.24	1	1	0	146,488	86,930	146,488	86,930	us_house	CO2006	3	2006	CO4	D	X
7472	2000s_604	2006	CO	604	0.431	0.431	41.56	-1	0	0	103,748	136,865	103,748	136,865	us_house	CO2006	4	2006	CO4	R	X
7473	2000s_605	2006	CO	605	0.404	0.404	33.00	0	0	0	83,431	123,264	83,431	123,264	us_house	CO2006	5	2006	CO4	R	R
7474	2000s_606	2006	CO	606	0.405	0.405	39.33	-1	0	0	108,007	158,806	108,007	158,806	us_house	CO2006	6	2006	CO4	R	R
7475	2000s_607	2006	CO	607	0.566	0.566	51.62	0	1	0	103,918	79,571	103,918	79,571	us_house	CO2006	7	2006	CO4	D	X
7476	2000s_701	2006	CT	701	0.745	0.745	60.67	1	1	0	154,539	53,010	154,539	53,010	us_house	CT2006	1	2006		D	#N/A
7477	2000s_702	2006	CT	702	0.500	0.500	54.94	-1	1	0	121,248	121,165	121,248	121,165	us_house	CT2006	2	2006		D	#N/A
7478	2000s_703	2006	CT	703	0.772	0.772	57.49	1	1	0	150,436	44,386	150,436	44,386	us_house	CT2006	3	2006		D	#N/A
7479	2000s_704	2006	CT	704	0.483	0.483	53.09	-1	0	0	99,450	106,510	99,450	106,510	us_house	CT2006	4	2006		R	#N/A
7480	2000s_705	2006	CT	705	0.565	0.565	50.18	-1	1	0	122,980	94,824	122,980	94,824	us_house	CT2006	5	2006		D	#N/A
7481	2000s_801	2006	DE	801	0.404	0.404	53.83	-1	0	0	97,565	143,897	97,565	143,897	us_house	DE2006	1	2006		R	#N/A
7482	2000s_901	2006	FL	901	0.315	0.315	27.72	-1	0	0	62,340	135,786	62,340	135,786	us_house	FL2006	1	2006	FL4	R	R
7483	2000s_902	2006	FL	902		0.623	45.79	1	1	1	0	0	142,586	86,210	us_house	FL2006	2	2006	FL4	D	X
7484	2000s_903	2006	FL	903		0.723	64.94	1	1	1	0	0	88,563	33,923	us_house	FL2006	3	2006	FL4	D	D
7485	2000s_904	2006	FL	904	0.303	0.303	30.63	-1	0	0	61,704	141,759	61,704	141,759	us_house	FL2006	4	2006	FL4	R	R
7486	2000s_905	2006	FL	905	0.401	0.401	41.45	-1	0	0	108,959	162,421	108,959	162,421	us_house	FL2006	5	2006	FL4	R	R
7487	2000s_906	2006	FL	906	0.401	0.401	39.03	-1	0	0	91,528	136,601	91,528	136,601	us_house	FL2006	6	2006	FL4	R	R
7488	2000s_907	2006	FL	907	0.369	0.369	43.17	-1	0	0	87,584	149,656	87,584	149,656	us_house	FL2006	7	2006	FL4	R	R
7489	2000s_908	2006	FL	908	0.464	0.464	45.34	-1	0	0	82,526	95,258	82,526	95,258	us_house	FL2006	8	2006	FL4	R	X
7490	2000s_909	2006	FL	909	0.441	0.441	43.03	0	0	0	96,978	123,016	96,978	123,016	us_house	FL2006	9	2006	FL4	R	R
7491	2000s_910	2006	FL	910	0.341	0.341	48.81	-1	0	0	67,950	131,488	67,950	131,488	us_house	FL2006	10	2006	FL4	R	R
7492	2000s_911	2006	FL	911	0.697	0.697	58.43	0	1	0	97,470	42,454	97,470	42,454	us_house	FL2006	11	2006	FL4	D	D
7493	2000s_912	2006	FL	912	0.000	0.398	41.74	-1	0	1	0	124,452	51,392	77,669	us_house	FL2006	12	2006	FL4	R	R
7494	2000s_913	2006	FL	913	0.499	0.499	43.82	0	0	0	118,940	119,309	118,940	119,309	us_house	FL2006	13	2006	FL4	R	R
7495	2000s_914	2006	FL	914	0.356	0.356	37.97	-1	0	0	83,920	151,615	83,920	151,615	us_house	FL2006	14	2006	FL4	R	R
7496	2000s_915	2006	FL	915	0.437	0.437	42.96	-1	0	0	97,834	125,965	97,834	125,965	us_house	FL2006	15	2006	FL4	R	R
7497	2000s_916	2006	FL	916	0.510	0.510	45.75	0	1	0	115,832	111,415	115,832	111,415	us_house	FL2006	16	2006	FL4	D	X
7498	2000s_917	2006	FL	917	1.000	0.844	83.36	1	1	1	90,663	0	76,964	14,208	us_house	FL2006	17	2006	FL4	D	D
7499	2000s_918	2006	FL	918	0.379	0.379	45.60	-1	0	0	48,499	79,631	48,499	79,631	us_house	FL2006	18	2006	FL4	R	R
7500	2000s_919	2006	FL	919		0.732	66.25	1	1	1	0	0	143,265	52,359	us_house	FL2006	19	2006	FL4	D	D
7501	2000s_920	2006	FL	920		0.738	63.82	1	1	1	0	0	101,597	36,038	us_house	FL2006	20	2006	FL4	D	D
7502	2000s_921	2006	FL	921	0.405	0.405	43.05	-1	0	0	45,522	66,784	45,522	66,784	us_house	FL2006	21	2006	FL4	R	R
7503	2000s_922	2006	FL	922	0.519	0.519	52.47	-1	1	0	108,688	100,663	108,688	100,663	us_house	FL2006	22	2006	FL4	D	X
7504	2000s_923	2006	FL	923		0.804	75.67	1	1	1	0	0	85,936	20,941	us_house	FL2006	23	2006	FL4	D	D
7505	2000s_924	2006	FL	924	0.421	0.421	44.76	-1	0	0	89,863	123,795	89,863	123,795	us_house	FL2006	24	2006	FL4	R	X
7506	2000s_925	2006	FL	925	0.415	0.415	43.71	-1	0	0	43,168	60,765	43,168	60,765	us_house	FL2006	25	2006	FL4	R	R
7507	2000s_1001	2006	GA	1001	0.315	0.315	33.63	-1	0	0	43,668	94,961	43,668	94,961	us_house	GA2006	1	2006	GA4.1	R	R
7508	2000s_1002	2006	GA	1002	0.679	0.679	49.79	1	1	0	88,662	41,967	88,662	41,967	us_house	GA2006	2	2006	GA4.1	D	D
7509	2000s_1003	2006	GA	1003	0.324	0.324	29.41	-1	0	0	62,371	130,428	62,371	130,428	us_house	GA2006	3	2006	GA4.1	R	R
7510	2000s_1004	2006	GA	1004	0.754	0.754	71.44	0	1	0	106,352	34,778	106,352	34,778	us_house	GA2006	4	2006	GA4.1	D	D
7511	2000s_1005	2006	GA	1005		0.785	74.23	1	1	1	0	0	112,201	30,691	us_house	GA2006	5	2006	GA4.1	D	D
7512	2000s_1006	2006	GA	1006	0.276	0.276	29.55	-1	0	0	55,294	144,958	55,294	144,958	us_house	GA2006	6	2006	GA4.1	R	R
7513	2000s_1007	2006	GA	1007	0.291	0.291	29.99	-1	0	0	53,553	130,561	53,553	130,561	us_house	GA2006	7	2006	GA4.1	R	R
7514	2000s_1008	2006	GA	1008	0.505	0.505	38.85	1	1	0	80,660	78,908	80,660	78,908	us_house	GA2006	8	2006	GA4.1	D	X
7515	2000s_1009	2006	GA	1009	0.234	0.234	22.99	-1	0	0	39,240	128,685	39,240	128,685	us_house	GA2006	9	2006	GA4.1	R	R
