	stcd2	cycle	stateabrev	stcd	dem_share	dem_share_imputed	dpres	incumb	winner_dem	uncontested	votes_dem	votes_rep	votes_dem_est	votes_rep_est	chamber	code	district	year	plan	winner	winner_plan
3358	1980s_3514	1986	OH	3514	0.537	0.537	48.86	0	1	0	83,257	71,713	83,257	71,713	us_house	OH1986	14	1986	OH2.1	D	D
3359	1980s_3515	1986	OH	3515	0.363	0.363	32.05	-1	0	0	55,750	97,745	55,750	97,745	us_house	OH1986	15	1986	OH2.1	R	R
3360	1980s_3516	1986	OH	3516	0.237	0.237	37.93	-1	0	0	36,639	118,206	36,639	118,206	us_house	OH1986	16	1986	OH2.1	R	R
3361	1980s_3517	1986	OH	3517	0.723	0.723	57.55	1	1	0	112,855	43,334	112,855	43,334	us_house	OH1986	17	1986	OH2.1	D	D
3362	1980s_3518	1986	OH	3518		0.761	46.40	1	1	1	0	0	108,651	34,170	us_house	OH1986	18	1986	OH2.1	D	D
3363	1980s_3519	1986	OH	3519	0.548	0.548	40.60	1	1	0	97,814	80,743	97,814	80,743	us_house	OH1986	19	1986	OH2.1	D	D
3364	1980s_3520	1986	OH	3520	0.849	0.849	51.25	1	1	0	110,976	19,794	110,976	19,794	us_house	OH1986	20	1986	OH2.1	D	D
3365	1980s_3521	1986	OH	3521		0.859	79.12	1	1	1	0	0	108,681	17,884	us_house	OH1986	21	1986	OH2.1	D	D
3366	1980s_3601	1986	OK	3601	0.439	0.439	29.18	0	0	0	61,663	78,919	61,663	78,919	us_house	OK1986	1	1986		R	#N/A
3367	1980s_3602	1986	OK	3602	0.733	0.733	35.80	1	1	0	114,543	41,795	114,543	41,795	us_house	OK1986	2	1986		D	#N/A
3368	1980s_3603	1986	OK	3603	0.781	0.781	37.75	1	1	0	114,008	31,913	114,008	31,913	us_house	OK1986	3	1986		D	#N/A
3369	1980s_3604	1986	OK	3604	0.762	0.762	30.25	1	1	0	94,984	29,697	94,984	29,697	us_house	OK1986	4	1986		D	#N/A
3370	1980s_3605	1986	OK	3605	0.294	0.294	22.90	-1	0	0	45,256	108,774	45,256	108,774	us_house	OK1986	5	1986		R	#N/A
3371	1980s_3606	1986	OK	3606		0.664	29.92	1	1	1	0	0	82,229	41,673	us_house	OK1986	6	1986		D	#N/A
3372	1980s_3701	1986	OR	3701	0.617	0.617	43.28	1	1	0	141,585	87,874	141,585	87,874	us_house	OR1986	1	1986		D	#N/A
3373	1980s_3702	1986	OR	3702	0.398	0.398	35.55	-1	0	0	75,124	113,566	75,124	113,566	us_house	OR1986	2	1986		R	#N/A
3374	1980s_3703	1986	OR	3703	0.860	0.860	53.44	1	1	0	180,067	29,321	180,067	29,321	us_house	OR1986	3	1986		D	#N/A
3375	1980s_3704	1986	OR	3704	0.541	0.541	46.44	0	1	0	105,697	89,795	105,697	89,795	us_house	OR1986	4	1986		D	#N/A
3376	1980s_3705	1986	OR	3705	0.395	0.395	40.98	-1	0	0	82,290	125,906	82,290	125,906	us_house	OR1986	5	1986		R	#N/A
3377	1980s_3801	1986	PA	3801	0.747	0.747	65.17	1	1	0	88,224	29,811	88,224	29,811	us_house	PA1986	1	1986	PA2	D	D
3378	1980s_3802	1986	PA	3802	1.000	0.926	89.59	1	1	1	128,399	0	118,115	9,450	us_house	PA1986	2	1986	PA2	D	D
3379	1980s_3803	1986	PA	3803	0.618	0.618	46.03	1	1	0	107,804	66,693	107,804	66,693	us_house	PA1986	3	1986	PA2	D	D
3380	1980s_3804	1986	PA	3804	0.610	0.610	51.99	1	1	0	86,133	55,165	86,133	55,165	us_house	PA1986	4	1986	PA2	D	D
3381	1980s_3805	1986	PA	3805	0.343	0.343	33.12	-1	0	0	45,648	87,593	45,648	87,593	us_house	PA1986	5	1986	PA2	R	R
3382	1980s_3806	1986	PA	3806	0.691	0.691	36.02	1	1	0	98,142	43,858	98,142	43,858	us_house	PA1986	6	1986	PA2	D	D
3383	1980s_3807	1986	PA	3807	0.387	0.387	37.67	0	0	0	69,557	110,118	69,557	110,118	us_house	PA1986	7	1986	PA2	R	X
3384	1980s_3808	1986	PA	3808	0.550	0.550	35.79	1	1	0	85,731	70,047	85,731	70,047	us_house	PA1986	8	1986	PA2	D	D
3385	1980s_3809	1986	PA	3809		0.333	33.29	-1	0	1	0	0	39,369	78,702	us_house	PA1986	9	1986	PA2	R	R
3386	1980s_3810	1986	PA	3810	0.253	0.253	38.05	-1	0	0	40,248	118,603	40,248	118,603	us_house	PA1986	10	1986	PA2	R	R
3387	1980s_3811	1986	PA	3811	0.706	0.706	43.96	1	1	0	112,405	46,785	112,405	46,785	us_house	PA1986	11	1986	PA2	D	D
3388	1980s_3812	1986	PA	3812	0.674	0.674	49.20	1	1	0	97,135	46,937	97,135	46,937	us_house	PA1986	12	1986	PA2	D	D
3389	1980s_3813	1986	PA	3813	0.415	0.415	39.96	-1	0	0	71,381	100,701	71,381	100,701	us_house	PA1986	13	1986	PA2	R	R
3390	1980s_3814	1986	PA	3814	1.000	0.806	69.35	1	1	1	104,726	0	85,332	20,577	us_house	PA1986	14	1986	PA2	D	D
3391	1980s_3815	1986	PA	3815	0.432	0.432	42.40	-1	0	0	56,972	74,829	56,972	74,829	us_house	PA1986	15	1986	PA2	R	R
3392	1980s_3816	1986	PA	3816	0.254	0.254	25.78	-1	0	0	34,399	100,784	34,399	100,784	us_house	PA1986	16	1986	PA2	R	R
3393	1980s_3817	1986	PA	3817	0.264	0.264	33.15	-1	0	0	36,157	101,027	36,157	101,027	us_house	PA1986	17	1986	PA2	R	R
3394	1980s_3818	1986	PA	3818	0.630	0.630	41.77	1	1	0	104,164	61,164	104,164	61,164	us_house	PA1986	18	1986	PA2	D	X
3395	1980s_3819	1986	PA	3819	0.271	0.271	32.08	-1	0	0	37,223	100,055	37,223	100,055	us_house	PA1986	19	1986	PA2	R	R
3396	1980s_3820	1986	PA	3820	1.000	0.781	62.15	1	1	1	136,638	0	105,846	29,752	us_house	PA1986	20	1986	PA2	D	D
3397	1980s_3821	1986	PA	3821	0.191	0.191	46.83	-1	0	0	26,324	111,148	26,324	111,148	us_house	PA1986	21	1986	PA2	R	R
3398	1980s_3822	1986	PA	3822		0.774	57.07	1	1	1	0	0	96,514	28,162	us_house	PA1986	22	1986	PA2	D	D
3399	1980s_3823	1986	PA	3823	0.445	0.445	37.13	-1	0	0	63,875	79,595	63,875	79,595	us_house	PA1986	23	1986	PA2	R	R
3400	1980s_3901	1986	RI	3901	0.577	0.577	49.36	1	1	0	85,072	62,337	85,072	62,337	us_house	RI1986	1	1986		D	#N/A
3401	1980s_3902	1986	RI	3902	0.282	0.282	47.02	-1	0	0	44,588	113,603	44,588	113,603	us_house	RI1986	2	1986		R	#N/A
3402	1980s_4001	1986	SC	4001	0.480	0.480	35.44	0	0	0	55,262	59,969	55,262	59,969	us_house	SC1986	1	1986		R	#N/A
3403	1980s_4002	1986	SC	4002	0.464	0.464	36.81	-1	0	0	63,592	73,455	63,592	73,455	us_house	SC1986	2	1986		R	#N/A
3404	1980s_4003	1986	SC	4003	0.684	0.684	32.44	1	1	0	79,109	36,495	79,109	36,495	us_house	SC1986	3	1986		D	#N/A
3405	1980s_4004	1986	SC	4004	0.521	0.521	29.81	0	1	0	67,012	61,648	67,012	61,648	us_house	SC1986	4	1986		D	#N/A
3406	1980s_4005	1986	SC	4005	1.000	0.717	38.23	1	1	1	95,859	0	69,088	27,219	us_house	SC1986	5	1986		D	#N/A
3407	1980s_4006	1986	SC	4006	0.755	0.755	42.51	1	1	0	92,398	29,922	92,398	29,922	us_house	SC1986	6	1986		D	#N/A
3408	1980s_4101	1986	SD	4101	0.592	0.592	36.70	0	1	0	171,462	118,261	171,462	118,261	us_house	SD1986	1	1986		D	#N/A
3409	1980s_4201	1986	TN	4201	0.311	0.311	28.61	-1	0	0	36,278	80,289	36,278	80,289	us_house	TN1986	1	1986	TN2	R	R
3410	1980s_4202	1986	TN	4202	0.238	0.238	35.26	-1	0	0	30,088	96,396	30,088	96,396	us_house	TN1986	2	1986	TN2	R	R
3411	1980s_4203	1986	TN	4203	0.539	0.539	37.17	1	1	0	75,034	64,084	75,034	64,084	us_house	TN1986	3	1986	TN2	D	D
3412	1980s_4204	1986	TN	4204	1.000	0.759	42.27	1	1	1	86,997	0	66,685	21,181	us_house	TN1986	4	1986	TN2	D	D
3413	1980s_4205	1986	TN	4205	0.592	0.592	47.90	1	1	0	85,126	58,701	85,126	58,701	us_house	TN1986	5	1986	TN2	D	D
3414	1980s_4206	1986	TN	4206	0.768	0.768	41.06	1	1	0	102,180	30,823	102,180	30,823	us_house	TN1986	6	1986	TN2	D	D
3415	1980s_4207	1986	TN	4207	0.277	0.277	33.92	-1	0	0	35,966	93,902	35,966	93,902	us_house	TN1986	7	1986	TN2	R	R
3416	1980s_4208	1986	TN	4208	0.804	0.804	43.02	1	1	0	101,699	24,792	101,699	24,792	us_house	TN1986	8	1986	TN2	D	D
3417	1980s_4209	1986	TN	4209	1.000	0.780	63.89	1	1	1	83,006	0	66,147	18,661	us_house	TN1986	9	1986	TN2	D	D
3418	1980s_4301	1986	TX	4301		0.632	38.46	1	1	1	0	0	79,840	46,532	us_house	TX1986	1	1986	TX2.1	D	D
3419	1980s_4302	1986	TX	4302	0.584	0.584	41.34	1	1	0	78,529	55,986	78,529	55,986	us_house	TX1986	2	1986	TX2.1	D	D
3420	1980s_4303	1986	TX	4303	0.000	0.196	18.20	-1	0	1	0	143,381	28,413	116,443	us_house	TX1986	3	1986	TX2.1	R	R
3421	1980s_4304	1986	TX	4304	0.717	0.717	30.71	1	1	0	97,540	38,578	97,540	38,578	us_house	TX1986	4	1986	TX2.1	D	D
3422	1980s_4305	1986	TX	4305	0.590	0.590	40.74	1	1	0	57,410	39,945	57,410	39,945	us_house	TX1986	5	1986	TX2.1	D	D
3423	1980s_4306	1986	TX	4306	0.442	0.442	30.23	-1	0	0	68,270	86,190	68,270	86,190	us_house	TX1986	6	1986	TX2.1	R	R
3424	1980s_4307	1986	TX	4307	0.120	0.120	17.00	-1	0	0	17,635	129,673	17,635	129,673	us_house	TX1986	7	1986	TX2.1	R	R
3425	1980s_4308	1986	TX	4308	0.316	0.316	39.64	-1	0	0	30,617	66,280	30,617	66,280	us_house	TX1986	8	1986	TX2.1	R	R
3426	1980s_4309	1986	TX	4309	0.615	0.615	47.39	1	1	0	73,285	45,834	73,285	45,834	us_house	TX1986	9	1986	TX2.1	D	D
3427	1980s_4310	1986	TX	4310	0.723	0.723	41.95	1	1	0	135,863	52,000	135,863	52,000	us_house	TX1986	10	1986	TX2.1	D	D
3428	1980s_4311	1986	TX	4311		0.630	33.72	1	1	1	0	0	66,915	39,294	us_house	TX1986	11	1986	TX2.1	D	D
3429	1980s_4312	1986	TX	4312	0.687	0.687	41.46	1	1	0	84,831	38,620	84,831	38,620	us_house	TX1986	12	1986	TX2.1	D	D
3430	1980s_4313	1986	TX	4313	0.351	0.351	28.03	-1	0	0	45,907	84,980	45,907	84,980	us_house	TX1986	13	1986	TX2.1	R	X
3431	1980s_4314	1986	TX	4314	0.477	0.477	32.46	-1	0	0	67,852	74,471	67,852	74,471	us_house	TX1986	14	1986	TX2.1	R	X
3432	1980s_4315	1986	TX	4315		0.752	53.64	1	1	1	0	0	63,126	20,845	us_house	TX1986	15	1986	TX2.1	D	D
3433	1980s_4316	1986	TX	4316	0.657	0.657	43.04	1	1	0	50,590	26,421	50,590	26,421	us_house	TX1986	16	1986	TX2.1	D	D
3434	1980s_4317	1986	TX	4317		0.631	31.68	1	1	1	0	0	71,841	42,010	us_house	TX1986	17	1986	TX2.1	D	D
3435	1980s_4318	1986	TX	4318	1.000	0.832	72.43	1	1	1	63,335	0	53,106	10,692	us_house	TX1986	18	1986	TX2.1	D	D
3436	1980s_4319	1986	TX	4319	0.380	0.380	25.04	-1	0	0	42,129	68,695	42,129	68,695	us_house	TX1986	19	1986	TX2.1	R	R
3437	1980s_4320	1986	TX	4320		0.742	58.62	1	1	1	0	0	65,517	22,834	us_house	TX1986	20	1986	TX2.1	D	D
3438	1980s_4321	1986	TX	4321	0.389	0.389	22.10	0	0	0	63,779	100,346	63,779	100,346	us_house	TX1986	21	1986	TX2.1	R	R
3439	1980s_4322	1986	TX	4322	0.282	0.282	29.84	-1	0	0	30,079	76,459	30,079	76,459	us_house	TX1986	22	1986	TX2.1	R	R
3440	1980s_4323	1986	TX	4323	1.000	0.613	40.81	1	1	1	68,131	0	44,156	27,868	us_house	TX1986	23	1986	TX2.1	D	D
3441	1980s_4324	1986	TX	4324	0.672	0.672	46.83	1	1	0	69,368	33,819	69,368	33,819	us_house	TX1986	24	1986	TX2.1	D	D
3442	1980s_4325	1986	TX	4325		0.698	47.13	1	1	1	0	0	79,647	34,490	us_house	TX1986	25	1986	TX2.1	D	D
3443	1980s_4326	1986	TX	4326	0.319	0.319	23.41	-1	0	0	47,651	101,735	47,651	101,735	us_house	TX1986	26	1986	TX2.1	R	R
3444	1980s_4327	1986	TX	4327		0.699	46.95	1	1	1	0	0	81,330	35,020	us_house	TX1986	27	1986	TX2.1	D	D
3445	1980s_4401	1986	UT	4401	0.484	0.484	21.73	-1	0	0	77,180	82,151	77,180	82,151	us_house	UT1986	1	1986		R	#N/A
3446	1980s_4402	1986	UT	4402	0.558	0.558	30.86	0	1	0	76,921	60,967	76,921	60,967	us_house	UT1986	2	1986		D	#N/A
3447	1980s_4403	1986	UT	4403	0.330	0.330	21.99	-1	0	0	42,582	86,599	42,582	86,599	us_house	UT1986	3	1986		R	#N/A
3448	1980s_4601	1986	VA	4601	0.440	0.440	37.39	-1	0	0	63,364	80,713	63,364	80,713	us_house	VA1986	1	1986	VA2	R	R
3449	1980s_4602	1986	VA	4602	0.542	0.542	36.87	0	1	0	54,491	46,137	54,491	46,137	us_house	VA1986	2	1986	VA2	D	X
3450	1980s_4603	1986	VA	4603	0.307	0.307	34.87	-1	0	0	32,961	74,525	32,961	74,525	us_house	VA1986	3	1986	VA2	R	R
3451	1980s_4604	1986	VA	4604	1.000	0.706	43.66	1	1	1	64,699	0	47,747	19,868	us_house	VA1986	4	1986	VA2	D	D
3452	1980s_4605	1986	VA	4605	1.000	0.633	33.84	1	1	1	73,085	0	47,472	27,517	us_house	VA1986	5	1986	VA2	D	D
3453	1980s_4606	1986	VA	4606	0.699	0.699	33.69	1	1	0	88,230	38,051	88,230	38,051	us_house	VA1986	6	1986	VA2	D	D
3454	1980s_4607	1986	VA	4607	0.000	0.376	31.18	-1	0	1	0	58,927	24,209	40,239	us_house	VA1986	7	1986	VA2	R	R
3455	1980s_4608	1986	VA	4608	0.382	0.382	38.62	-1	0	0	44,965	72,670	44,965	72,670	us_house	VA1986	8	1986	VA2	R	X
3456	1980s_4609	1986	VA	4609	1.000	0.652	41.34	1	1	1	59,864	0	41,882	22,353	us_house	VA1986	9	1986	VA2	D	D
3457	1980s_4610	1986	VA	4610	0.398	0.398	40.90	-1	0	0	63,292	95,724	63,292	95,724	us_house	VA1986	10	1986	VA2	R	R
3458	1980s_4501	1986	VT	4501	0.000	0.298	41.34	-1	0	1	0	168,403	48,872	114,967	us_house	VT1986	1	1986		R	#N/A
3459	1980s_4701	1986	WA	4701	0.486	0.486	42.65	-1	0	0	92,697	97,969	92,697	97,969	us_house	WA1986	1	1986	WA2.1	R	R
3460	1980s_4702	1986	WA	4702	0.722	0.722	44.38	1	1	0	124,840	48,077	124,840	48,077	us_house	WA1986	2	1986	WA2.1	D	D
3461	1980s_4703	1986	WA	4703	0.736	0.736	45.93	1	1	0	114,775	41,275	114,775	41,275	us_house	WA1986	3	1986	WA2.1	D	D
3462	1980s_4704	1986	WA	4704	0.279	0.279	35.61	-1	0	0	41,709	107,593	41,709	107,593	us_house	WA1986	4	1986	WA2.1	R	R
3463	1980s_4705	1986	WA	4705	0.747	0.747	39.16	1	1	0	121,732	41,179	121,732	41,179	us_house	WA1986	5	1986	WA2.1	D	D
3464	1980s_4706	1986	WA	4706	0.712	0.712	42.41	1	1	0	90,063	36,410	90,063	36,410	us_house	WA1986	6	1986	WA2.1	D	D
3465	1980s_4707	1986	WA	4707	0.726	0.726	58.36	1	1	0	124,317	46,831	124,317	46,831	us_house	WA1986	7	1986	WA2.1	D	D
3466	1980s_4708	1986	WA	4708	0.348	0.348	37.35	-1	0	0	57,545	107,824	57,545	107,824	us_house	WA1986	8	1986	WA2.1	R	R
3467	1980s_4901	1986	WI	4901	0.755	0.755	44.54	1	1	0	106,288	34,495	106,288	34,495	us_house	WI1986	1	1986	WI2	D	D
3468	1980s_4902	1986	WI	4902	0.557	0.557	50.86	1	1	0	106,919	85,156	106,919	85,156	us_house	WI1986	2	1986	WI2	D	X
3469	1980s_4903	1986	WI	4903	0.359	0.359	44.58	-1	0	0	58,445	104,393	58,445	104,393	us_house	WI1986	3	1986	WI2	R	R
3470	1980s_4904	1986	WI	4904	1.000	0.716	51.91	1	1	1	120,354	0	86,539	34,292	us_house	WI1986	4	1986	WI2	D	D
3471	1980s_4905	1986	WI	4905	1.000	0.709	60.49	1	1	1	109,506	0	78,473	32,209	us_house	WI1986	5	1986	WI2	D	D
3472	1980s_4906	1986	WI	4906	0.000	0.267	37.58	-1	0	1	0	124,328	33,428	91,790	us_house	WI1986	6	1986	WI2	R	R
3473	1980s_4907	1986	WI	4907	0.627	0.627	47.44	1	1	0	106,700	63,408	106,700	63,408	us_house	WI1986	7	1986	WI2	D	D
3474	1980s_4908	1986	WI	4908	0.326	0.326	36.54	-1	0	0	57,265	118,162	57,265	118,162	us_house	WI1986	8	1986	WI2	R	R
3475	1980s_4909	1986	WI	4909	0.218	0.218	34.73	-1	0	0	38,636	138,766	38,636	138,766	us_house	WI1986	9	1986	WI2	R	R
3476	1980s_4801	1986	WV	4801		0.698	43.26	1	1	1	0	0	85,221	36,842	us_house	WV1986	1	1986		D	#N/A
3477	1980s_4802	1986	WV	4802	0.695	0.695	41.91	1	1	0	76,355	33,554	76,355	33,554	us_house	WV1986	2	1986		D	#N/A
3478	1980s_4803	1986	WV	4803	0.649	0.649	44.14	1	1	0	73,669	39,820	73,669	39,820	us_house	WV1986	3	1986		D	#N/A
3479	1980s_4804	1986	WV	4804	0.713	0.713	50.50	1	1	0	58,217	23,490	58,217	23,490	us_house	WV1986	4	1986		D	#N/A
3480	1980s_5001	1986	WY	5001	0.305	0.305	28.60	-1	0	0	48,780	111,007	48,780	111,007	us_house	WY1986	1	1986		R	#N/A
3481	1980s_201	1988	AK	201	0.373	0.373	37.84	-1	0	0	71,881	120,595	71,881	120,595	us_house	AK1988	1	1988		R	#N/A
3482	1980s_101	1988	AL	101	0.403	0.403	37.63	-1	0	0	77,670	115,173	77,670	115,173	us_house	AL1988	1	1988	AL2	R	R
3483	1980s_102	1988	AL	102	0.000	0.332	37.52	-1	0	1	0	120,408	41,660	83,847	us_house	AL1988	2	1988	AL2	R	R
3484	1980s_103	1988	AL	103	1.000	0.734	39.04	1	1	1	117,514	0	87,651	31,799	us_house	AL1988	3	1988	AL2	D	D
3485	1980s_104	1988	AL	104	1.000	0.703	42.67	1	1	1	131,880	0	94,722	40,097	us_house	AL1988	4	1988	AL2	D	D
3486	1980s_105	1988	AL	105	0.651	0.651	40.85	1	1	0	120,142	64,491	120,142	64,491	us_house	AL1988	5	1988	AL2	D	D
3487	1980s_106	1988	AL	106	0.669	0.669	42.75	1	1	0	138,920	68,788	138,920	68,788	us_house	AL1988	6	1988	AL2	D	D
3488	1980s_107	1988	AL	107	0.682	0.682	40.87	1	1	0	136,074	63,372	136,074	63,372	us_house	AL1988	7	1988	AL2	D	D
3489	1980s_401	1988	AR	401		0.653	48.49	1	1	1	0	0	102,250	54,284	us_house	AR1988	1	1988		D	#N/A
3490	1980s_402	1988	AR	402	0.835	0.835	43.09	1	0	0	168,889	33,475	168,889	33,475	us_house	AR1988	2	1988		R	#N/A
3491	1980s_403	1988	AR	403	0.253	0.253	33.68	-1	0	0	54,767	161,623	54,767	161,623	us_house	AR1988	3	1988		R	#N/A
3492	1980s_404	1988	AR	404	0.692	0.692	47.40	1	1	0	129,508	57,658	129,508	57,658	us_house	AR1988	4	1988		D	#N/A
3493	1980s_301	1988	AZ	301	0.279	0.279	34.46	-1	0	0	71,388	184,639	71,388	184,639	us_house	AZ1988	1	1988		R	#N/A
3494	1980s_302	1988	AZ	302	0.733	0.733	56.11	1	1	0	99,895	36,309	99,895	36,309	us_house	AZ1988	2	1988		D	#N/A
3495	1980s_303	1988	AZ	303	0.293	0.293	35.06	-1	0	0	72,417	174,453	72,417	174,453	us_house	AZ1988	3	1988		R	#N/A
3496	1980s_304	1988	AZ	304	0.000	0.324	34.67	-1	0	1	0	206,248	67,069	139,773	us_house	AZ1988	4	1988		R	#N/A
3497	1980s_305	1988	AZ	305	0.322	0.322	44.05	-1	0	0	78,115	164,462	78,115	164,462	us_house	AZ1988	5	1988		R	#N/A
3498	1980s_501	1988	CA	501	0.689	0.689	56.10	1	1	0	159,815	72,189	159,815	72,189	us_house	CA1988	1	1988	CA2.1	D	X
3499	1980s_502	1988	CA	502	0.396	0.396	40.95	-1	0	0	91,088	139,010	91,088	139,010	us_house	CA1988	2	1988	CA2.1	R	R
3500	1980s_503	1988	CA	503	0.712	0.712	49.61	1	1	0	183,470	74,296	183,470	74,296	us_house	CA1988	3	1988	CA2.1	D	D
3501	1980s_504	1988	CA	504	1.000	0.682	48.49	1	1	1	181,184	0	125,206	58,394	us_house	CA1988	4	1988	CA2.1	D	D
3502	1980s_505	1988	CA	505	0.799	0.799	72.01	1	1	0	133,530	33,692	133,530	33,692	us_house	CA1988	5	1988	CA2.1	D	D
3503	1980s_506	1988	CA	506	0.734	0.734	64.79	1	1	0	176,645	64,174	176,645	64,174	us_house	CA1988	6	1988	CA2.1	D	D
3504	1980s_507	1988	CA	507	0.684	0.684	53.93	1	1	0	170,006	78,478	170,006	78,478	us_house	CA1988	7	1988	CA2.1	D	D
3505	1980s_508	1988	CA	508	0.681	0.681	70.60	1	1	0	163,221	76,531	163,221	76,531	us_house	CA1988	8	1988	CA2.1	D	D
3506	1980s_509	1988	CA	509	0.730	0.730	57.58	1	1	0	152,866	56,656	152,866	56,656	us_house	CA1988	9	1988	CA2.1	D	D
3507	1980s_510	1988	CA	510	1.000	0.718	55.81	1	1	1	142,500	0	103,259	40,462	us_house	CA1988	10	1988	CA2.1	D	D
3508	1980s_511	1988	CA	511	0.744	0.744	58.65	1	1	0	145,484	50,050	145,484	50,050	us_house	CA1988	11	1988	CA2.1	D	D
3509	1980s_512	1988	CA	512	0.471	0.471	49.86	0	0	0	121,523	136,384	121,523	136,384	us_house	CA1988	12	1988	CA2.1	R	R
3510	1980s_513	1988	CA	513	0.692	0.692	50.23	1	1	0	143,980	63,959	143,980	63,959	us_house	CA1988	13	1988	CA2.1	D	D
3511	1980s_514	1988	CA	514	0.374	0.374	40.22	-1	0	0	103,899	173,876	103,899	173,876	us_house	CA1988	14	1988	CA2.1	R	R
3512	1980s_515	1988	CA	515	0.712	0.712	47.25	1	1	0	118,710	47,957	118,710	47,957	us_house	CA1988	15	1988	CA2.1	D	D
3513	1980s_516	1988	CA	516	0.786	0.786	54.97	1	1	0	177,452	48,375	177,452	48,375	us_house	CA1988	16	1988	CA2.1	D	D
3514	1980s_517	1988	CA	517	0.285	0.285	40.59	-1	0	0	51,730	129,568	51,730	129,568	us_house	CA1988	17	1988	CA2.1	R	X
3515	1980s_518	1988	CA	518	0.699	0.699	53.47	1	1	0	125,715	54,034	125,715	54,034	us_house	CA1988	18	1988	CA2.1	D	D
3516	1980s_519	1988	CA	519	0.491	0.491	45.29	-1	0	0	112,033	116,026	112,033	116,026	us_house	CA1988	19	1988	CA2.1	R	R
3517	1980s_520	1988	CA	520	0.276	0.276	34.69	-1	0	0	62,037	162,779	62,037	162,779	us_house	CA1988	20	1988	CA2.1	R	R
3518	1980s_521	1988	CA	521	0.295	0.295	34.95	-1	0	0	75,739	181,413	75,739	181,413	us_house	CA1988	21	1988	CA2.1	R	R
3519	1980s_522	1988	CA	522	0.272	0.272	35.32	-1	0	0	61,555	164,699	61,555	164,699	us_house	CA1988	22	1988	CA2.1	R	R
3520	1980s_523	1988	CA	523	0.657	0.657	56.46	1	1	0	147,858	77,184	147,858	77,184	us_house	CA1988	23	1988	CA2.1	D	D
3521	1980s_524	1988	CA	524	0.753	0.753	65.67	1	1	0	112,038	36,835	112,038	36,835	us_house	CA1988	24	1988	CA2.1	D	D
3522	1980s_525	1988	CA	525	0.937	0.937	67.94	1	1	0	85,378	5,752	85,378	5,752	us_house	CA1988	25	1988	CA2.1	D	D
3523	1980s_526	1988	CA	526	0.703	0.703	55.92	1	1	0	126,930	53,518	126,930	53,518	us_house	CA1988	26	1988	CA2.1	D	D
3524	1980s_527	1988	CA	527	0.695	0.695	55.18	1	1	0	148,814	65,307	148,814	65,307	us_house	CA1988	27	1988	CA2.1	D	D
3525	1980s_528	1988	CA	528	0.793	0.793	73.55	1	1	0	109,801	28,645	109,801	28,645	us_house	CA1988	28	1988	CA2.1	D	D
3526	1980s_529	1988	CA	529	0.858	0.858	80.68	1	1	0	88,169	14,543	88,169	14,543	us_house	CA1988	29	1988	CA2.1	D	D
3527	1980s_530	1988	CA	530	0.622	0.622	53.37	1	1	0	72,253	43,833	72,253	43,833	us_house	CA1988	30	1988	CA2.1	D	D
3528	1980s_531	1988	CA	531	0.737	0.737	65.21	1	1	0	100,919	36,017	100,919	36,017	us_house	CA1988	31	1988	CA2.1	D	D
3529	1980s_532	1988	CA	532	0.693	0.693	49.60	1	1	0	114,666	50,710	114,666	50,710	us_house	CA1988	32	1988	CA2.1	D	D
3530	1980s_533	1988	CA	533	0.275	0.275	36.92	-1	0	0	57,586	151,704	57,586	151,704	us_house	CA1988	33	1988	CA2.1	R	R
3531	1980s_534	1988	CA	534	0.644	0.644	50.92	1	1	0	92,087	50,954	92,087	50,954	us_house	CA1988	34	1988	CA2.1	D	D
3532	1980s_535	1988	CA	535	0.282	0.282	33.77	-1	0	0	71,186	181,203	71,186	181,203	us_house	CA1988	35	1988	CA2.1	R	R
3533	1980s_536	1988	CA	536	0.560	0.560	47.99	1	1	0	103,493	81,413	103,493	81,413	us_house	CA1988	36	1988	CA2.1	D	D
3534	1980s_537	1988	CA	537	0.340	0.340	38.50	-1	0	0	89,666	174,284	89,666	174,284	us_house	CA1988	37	1988	CA2.1	R	R
3535	1980s_538	1988	CA	538	0.374	0.374	38.26	-1	0	0	52,399	87,690	52,399	87,690	us_house	CA1988	38	1988	CA2.1	R	R
3536	1980s_539	1988	CA	539	0.235	0.235	28.46	-1	0	0	52,162	169,360	52,162	169,360	us_house	CA1988	39	1988	CA2.1	R	R
3537	1980s_540	1988	CA	540	0.308	0.308	31.33	0	0	0	80,782	181,269	80,782	181,269	us_house	CA1988	40	1988	CA2.1	R	R
3538	1980s_541	1988	CA	541	0.320	0.320	40.85	-1	0	0	88,192	187,380	88,192	187,380	us_house	CA1988	41	1988	CA2.1	R	R
3539	1980s_542	1988	CA	542	0.339	0.339	34.33	0	0	0	78,778	153,280	78,778	153,280	us_house	CA1988	42	1988	CA2.1	R	R
3540	1980s_543	1988	CA	543	0.264	0.264	31.24	-1	0	0	72,499	202,478	72,499	202,478	us_house	CA1988	43	1988	CA2.1	R	R
3541	1980s_544	1988	CA	544	0.621	0.621	52.15	1	1	0	90,796	55,511	90,796	55,511	us_house	CA1988	44	1988	CA2.1	D	X
3542	1980s_545	1988	CA	545	0.245	0.245	33.19	-1	0	0	54,012	166,451	54,012	166,451	us_house	CA1988	45	1988	CA2.1	R	R
3543	1980s_601	1988	CO	601	0.699	0.699	62.79	1	1	0	133,922	57,587	133,922	57,587	us_house	CO1988	1	1988		D	#N/A
